Brand Names,Yarn Names,Weight,Texture,Fiber,Needles,Gauge,Balls
Paintbox Yarns,Wool Mix Aran,Aran / Medium,Plied (3 or more plies),"Acrylic (50%),Superwash Wool (50%)",4.5mm(7 US)(7 UK)5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 24 rows",100g; 180m (197 yds)
Paintbox Yarns,Wool Mix Super Chunky,Super Bulky / Super Chunky,S on S plied,"Acrylic (50%),Superwash Wool (50%)",10mm(15 US)(000 UK),"9 sts / 10 cm (4"") and 12 rows",100g; 55m (60 yds)
Phildar,Phil Alpaga,Aran / Medium,Plied with a soft haze,Baby Alpaca (100%),4.5mm(7 US)(7 UK),"18 sts / 10 cm (4"") and 24 rows",50g; 96m (105 yds)
Phildar,Phil Amboise,Super Bulky / Super Chunky,Eyelash,"Superwash Wool (35%),Nylon (34%),Acrylic (31%)",8mm(11 US)(0 UK),"12 sts / 10 cm (4"") and 15 rows",50g; 60m (66 yds)
Phildar,Phil Artisane,Worsted / Medium,Chained,"Viscose (70%),Linen (30%)",3.5mm(4 US)( UK),"20 sts / 10 cm (4"") and 34 rows",50g; 105m (115 yds)
Phildar,Phil Bayadère,Fingering / 4-ply / Super Fine,S on S plied,"Cotton (56%),Acrylic (35%),Nylon (9%)",3.5mm(4 US)( UK),"27 sts / 10 cm (4"") and 37 rows",100g; 430m (470 yds)
Phildar,Phil Beaugency,Aran / Medium,Fuzzy / Fluffy,"Nylon (55%),Acrylic (25%),Wool (20%)",5mm(8 US)(6 UK),"16-18 sts / 10 cm (4"") and 21 rows",50g; 82m (90 yds)
Phildar,Phil Berlingot,DK / Light,Plied (3 or more plies),"Cotton (60%),Viscose (32%),Polyester (8%)",3.5mm(4 US)( UK),"23 sts / 10 cm (4"") and 30 rows",50g; 125m (137 yds)
Phildar,Phil Big Wool,Jumbo / Without needles,Single ply,"Merino Wool (70%),Baby Alpaca (30%)",12mm(17 US)( UK)15mm(18 US)( UK),"6 sts / 10 cm (4"") and 9 rows",100g; 50m (55 yds)
Phildar,Phil Bonbon,Bulky / Chunky,Blown / Fiber-filled net,"Acrylic (38%),Cotton (34%),Nylon (28%)",7mm( US)(2 UK),"13 sts / 10 cm (4"") and 19 rows",50g; 150m (164 yds)
Phildar,Phil Cabotine,DK / Light,S on S plied,"Cotton (55%),Acrylic (45%)",3.5mm(4 US)( UK)4mm(6 US)(8 UK),"21-22 sts / 10 cm (4"") and 30 rows",50g; 124m (136 yds)
Phildar,Phil Caresse,Sport / Fine,Plied (3 or more plies),"Microfiber (51%),Nylon (49%)",4mm(6 US)(8 UK),"23 sts / 10 cm (4"") and 30 rows",50g; 146m (160 yds)
Phildar,Phil Charly,Sport / Fine,Plied (3 or more plies),Acrylic (100%),3.5mm(4 US)( UK)4mm(6 US)(8 UK),"20 sts / 10 cm (4"") and 28 rows",50g; 113m (124 yds)
Phildar,Phil Chic,Aran / Medium,Fuzzy / Fluffy,"Mohair (50%),Wool (32%),Nylon (16%),Elastic (2%)",6mm(10 US)(4 UK),"18 sts / 10 cm (4"") and 28 rows",25g; 132m (144 yds)
Phildar,Phil Coton 3,Sport / Fine,Plied (3 or more plies),Cotton (100%),3mm(2.5 US)(11 UK),"26 sts / 10 cm (4"") and 35 rows",50g; 121m (132 yds)
Phildar,Phil Coton 4,DK / Light,Plied (3 or more plies),Cotton (100%),4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",50g; 85m (93 yds)
Phildar,Phil Degradé,Worsted / Medium,S on S plied,Cotton (100%),4.5mm(7 US)(7 UK),"20 sts / 10 cm (4"") and 25 rows",50g; 88m (96 yds)
Phildar,Phil Diamant,Sport / Fine,Blown / Fiber-filled net,"Acrylic (55%),Polyester (45%)",3.5mm(4 US)( UK),"24 sts / 10 cm (4"") and 32 rows",50g; 280m (306 yds)
Phildar,Phil Dolce Vita,Bulky / Chunky,Fuzzy / Fluffy,Mohair (100%),7mm( US)(2 UK),"12 sts / 10 cm (4"") and 16 rows",50g; 90m (98 yds)
Phildar,Phil Douce,Aran / Medium,Faux / Fake fur,Polyester (100%),5mm(8 US)(6 UK),"14 sts / 10 cm (4"") and 23 rows",50g; 86m (94 yds)
Phildar,Phil Détente,Fingering / 4-ply / Super Fine,S on S plied,"Acrylic (93%),Elastic (7%)",3.5mm(4 US)( UK)3.75mm(5 US)(9 UK),"28 sts / 10 cm (4"") and 40 rows",50g; 144m (157 yds)
Phildar,Phil Ecocoton,Sport / Fine,S on S plied,Organic Cotton (100%),3mm(2.5 US)(11 UK),"23-25 sts / 10 cm (4"") and 33 rows",50g; 110m (120 yds)
Phildar,Phil Ecojean,Worsted / Medium,Nubby / Tweedy,"Cotton (48%),Polyester (47%),Synthetic (5%)",4mm(6 US)(8 UK),"20 sts / 10 cm (4"") and 27 rows",50g; 100m (109 yds)
Phildar,Phil Ecolaine,DK / Light,2 ply,Superwash Wool (100%),4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 30 rows",50g; 125m (137 yds)
Phildar,Phil Eucalyptus,Heavy Worsted,Tape,Tencel / Lyocell (100%),6mm(10 US)(4 UK),"16 sts / 10 cm (4"") and 23 rows",50g; 90m (98 yds)
Phildar,Phil Express,Super Bulky / Super Chunky,Plied (3 or more plies),"Acrylic (80%),Superwash Wool (20%)",12mm(17 US)( UK),"7 sts / 10 cm (4"") and 10 rows",200g; 60m (66 yds)
Phildar,Phil Frenchy,Heavy Worsted,Plied (3 or more plies),"Acrylic (64%),Wool (22%),Nylon (9%),Synthetic (5%)",5mm(8 US)(6 UK),"16 sts / 10 cm (4"") and 23 rows",50g; 100m (109 yds)
Phildar,Phil Frimas,Bulky / Chunky,Blown / Fiber-filled net,"Cotton (50%),Superwash Wool (50%)",6mm(10 US)(4 UK),"15 sts / 10 cm (4"") and 21 rows",50g; 79m (86 yds)
Phildar,Phil Gourmand,Aran / Medium,Fuzzy / Fluffy,"Nylon (65%),Acrylic (35%)",4.5mm(7 US)(7 UK),"18 sts / 10 cm (4"") and 25 rows",50g; 125m (137 yds)
Phildar,Phil Green,Aran / Medium,Filled tube,"Organic Cotton (70%),Nylon (30%)",5mm(8 US)(6 UK),"17 sts / 10 cm (4"") and 31 rows",50g; 125m (137 yds)
Phildar,Phil Laine Cachemire,Sport / Fine,Plied (3 or more plies),"Superwash Wool (80%),Cashmere (20%)",3.5mm(4 US)( UK),"26 sts / 10 cm (4"") and 30 rows",25g; 100m (109 yds)
Phildar,Phil Lambswool,Sport / Fine,Plied (3 or more plies),"Superwash Wool (51%),Acrylic (49%)",3.25mm(3 US)(10 UK)3.75mm(5 US)(9 UK),"26 sts / 10 cm (4"") and 35 rows",50g; 134m (147 yds)
Phildar,Phil Light,Lace,Plied with a soft haze,"Acrylic (53%),Nylon (29%),Superwash Wool (18%)",5mm(8 US)(6 UK)6mm(10 US)(4 UK),(Varies),50g; 286m (313 yds)
Phildar,Phil Lolita,Bulky / Chunky,Fuzzy / Fluffy,"Acrylic (47%),Polyester (33%),Nylon (10%),Superwash Wool (10%)",6mm(10 US)(4 UK),"13 sts / 10 cm (4"") and 18 rows",50g; 310m (339 yds)
Phildar,Phil Looping,Bulky / Chunky,2 ply,"Acrylic (80%),Superwash Wool (20%)",6mm(10 US)(4 UK),"14 sts / 10 cm (4"") and 19 rows",100g; 163m (178 yds)
Phildar,Phil Love Cotton,DK / Light,Plied (3 or more plies),Cotton (100%),3.5mm(4 US)( UK)4mm(6 US)(8 UK),"20-23 sts / 10 cm (4"") and 32 rows",100g; 115m (126 yds)
Phildar,Phil Love Mohair,Super Bulky / Super Chunky,Fuzzy / Fluffy,"Mohair (70%),Wool (30%)",8mm(11 US)(0 UK),"9 sts / 10 cm (4"") and 13 rows",50g; 65m (71 yds)
Phildar,Phil Léo,Light Fingering,Brushed bouclé (fuzzy / fluffy),"Mohair (71%),Nylon (17%),Wool (10%),Elastic (2%)",6mm(10 US)(4 UK),(Unknown),25g; 137m (150 yds)
Phildar,Phil Matelot,Super Bulky / Super Chunky,Crepe / Cable-plied,"Cotton (55%),Acrylic (45%)",7mm( US)(2 UK),"11 sts / 10 cm (4"") and 16 rows",50g; 40m (44 yds)
Phildar,"Phil Merinos 3,5",Sport / Fine,Plied (3 or more plies),Merino Superwash Wool (100%),3.5mm(4 US)( UK),"24 sts / 10 cm (4"") and 32 rows",50g; 130m (142 yds)
Phildar,Phil Merinos 6,Bulky / Chunky,S on S plied,Merino Superwash Wool (100%),6mm(10 US)(4 UK),"16 sts / 10 cm (4"") and 21 rows",50g; 78m (85 yds)
Phildar,Phil Mikado,Aran / Medium,Single ply,"Acrylic (70%),Angora (30%)",5mm(8 US)(6 UK),"17 sts / 10 cm (4"") and 22 rows",100g; 165m (180 yds)
Phildar,Phil Mohair Soie,Lace,Brushed bouclé (fuzzy / fluffy),"Mohair (70%),Silk (30%)",5mm(8 US)(6 UK),(Varies),25g; 195m (213 yds)
Phildar,Phil Nature,Sport / Fine,Slubby tweed,"Cotton (48%),Viscose (28%),Linen (24%)",3.5mm(4 US)( UK),"25 sts / 10 cm (4"") and 32 rows",50g; 160m (175 yds)
Phildar,Phil Neige,Super Bulky / Super Chunky,Fleece style,Nylon (100%),6mm(10 US)(4 UK),"11 sts / 10 cm (4"") and 18 rows",50g; 60m (66 yds)
Phildar,Phil Nounours,Super Bulky / Super Chunky,Faux / Fake fur,Nylon (100%),8mm(11 US)(0 UK),"12 sts / 10 cm (4"") and 16 rows",50g; 50m (55 yds)
Phildar,Phil Nuage (2016 version),Aran / Medium,Blown / Fiber-filled net,"Merino Wool (72%),Nylon (28%)",6mm(10 US)(4 UK),"17 sts / 10 cm (4"") and 22 rows",50g; 148m (162 yds)
Phildar,Phil Océan,DK / Light,Loosely plied,"Organic Cotton (50%),Polyester (50%)",3.5mm(4 US)( UK),"22 sts / 10 cm (4"") and 28 rows",50g; 130m (142 yds)
Phildar,"Phil Partner 3,5",Sport / Fine,Plied (3 or more plies),"Nylon (50%),Acrylic (25%),Superwash Wool (25%)",3.5mm(4 US)( UK),"23 sts / 10 cm (4"") and 30 rows",50g; 111m (121 yds)
Phildar,Phil Partner 6,Bulky / Chunky,Plied (3 or more plies),"Nylon (50%),Acrylic (25%),Superwash Wool (25%)",6mm(10 US)(4 UK),"15 sts / 10 cm (4"") and 21 rows",50g; 66m (72 yds)
Phildar,Phil Passion,Super Bulky / Super Chunky,Fuzzy / Fluffy,"Acrylic (45%),Mohair (30%),Wool (22%),Viscose (3%)",7mm( US)(2 UK),"11 sts / 10 cm (4"") and 18 rows",50g; 90m (98 yds)
Phildar,Phil Perle 5,Thread,Size 5 Crochet thread,Mercerized Cotton (100%),2mm(0 US)(14 UK)3.25mm(3 US)(10 UK),(Unknown),50g; 200m (219 yds)
Phildar,Phil Pima,Aran / Medium,Filled tube,"Cotton (51%),Nylon (49%)",5mm(8 US)(6 UK),"17 sts / 10 cm (4"") and 26 rows",50g; 100m (109 yds)
Phildar,Phil Polaire,Bulky / Chunky,Single ply,"Wool (70%),Alpaca (30%)",7mm( US)(2 UK),"13 sts / 10 cm (4"") and 18 rows",50g; 75m (82 yds)
Phildar,Phil Pur Angora,Sport / Fine,Plied with a soft haze,Angora (100%),3.5mm(4 US)( UK),"24 sts / 10 cm (4"") and 31 rows",25g; 109m (119 yds)
Phildar,Phil Randonnées,Aran / Medium,Nubby / Tweedy,"Acrylic (45%),Superwash Wool (40%),Alpaca (10%),Viscose (5%)",4.5mm(7 US)(7 UK),"18 sts / 10 cm (4"") and 24 rows",50g; 81m (89 yds)
Phildar,Phil Rapido,Bulky / Chunky,Plied (3 or more plies),"Nylon (50%),Acrylic (25%),Superwash Wool (25%)",7mm( US)(2 UK),"11 sts / 10 cm (4"") and 16 rows",50g; 41m (45 yds)
Phildar,Phil Romance,DK / Light,Fuzzy chain,Nylon (100%),4mm(6 US)(8 UK),"21 sts / 10 cm (4"") and 29 rows",50g; 100m (109 yds)
Phildar,Phil Rustique,Worsted / Medium,Plied (3 or more plies),"Cotton (65%),Viscose (25%),Linen (10%)",4mm(6 US)(8 UK),"20 sts / 10 cm (4"") and 26 rows",50g; 107m (117 yds)
Phildar,Phil Sequins,Carry-along,Sequinned,Polyester (100%),(Varies),(Unknown),25g; 130m (142 yds)
Phildar,Phil Shiny,Sport / Fine,Chained,"Cotton (94%),Metallic (3%),Nylon (3%)",3.5mm(4 US)( UK),"24 sts / 10 cm (4"") and 35 rows",50g; 170m (186 yds)
Phildar,Phil Sirène,Worsted / Medium,Chained,"Viscose (71%),Polyester (14%),Metallic (8%),Nylon (7%)",4.5mm(7 US)(7 UK),"21 sts / 10 cm (4"") and 30 rows",50g; 95m (104 yds)
Phildar,Phil Socks,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",2.5mm(1.5 US)( UK),(Unknown),50g; 210m (230 yds)
Phildar,Phil Sport,Worsted / Medium,Plied (3 or more plies),"Superwash Wool (51%),Acrylic (49%)",4mm(6 US)(8 UK),"20 sts / 10 cm (4"") and 27 rows",50g; 90m (98 yds)
Phildar,Phil Super Baby,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Acrylic (70%),Superwash Wool (30%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"30 sts / 10 cm (4"") and 40 rows",25g; 107m (117 yds)
Phildar,Phil Tweedy,Bulky / Chunky,Nubby / Tweedy,"Acrylic (77%),Superwash Wool (20%),Viscose (3%)",6mm(10 US)(4 UK),"14 sts / 10 cm (4"") and 21 rows",100g; 180m (197 yds)
Premier Yarns,Anti-Pilling Bamboo Chunky,Bulky / Chunky,Plied (3 or more plies),"Acrylic (80%),Bamboo Viscose (20%)",6.5mm(10.5 US)(3 UK),"14 sts / 10 cm (4"") and 18 rows",100g; 250m (273 yds)
Premier Yarns,Anti-Pilling Butterfly,DK / Light,S on S plied,Acrylic (100%),4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",200g; 500m (547 yds)
Premier Yarns,Anti-Pilling DK Colors,DK / Light,Plied (3 or more plies),Acrylic (100%),4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",140g; 350m (383 yds)
Premier Yarns,Anti-Pilling Everyday Bobbin,Aran / Medium,S on S plied,Acrylic (100%),5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 24 rows",255g; 498m (545 yds)
Premier Yarns,Anti-Pilling Everyday Bulky,Super Bulky / Super Chunky,S on S plied,Acrylic (100%),9mm(13 US)(00 UK),"10 sts / 10 cm (4"") and 12 rows",100g; 80m (87 yds)
Premier Yarns,Anti-Pilling Everyday DK,DK / Light,Plied (3 or more plies),Acrylic (100%),4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",100g; 250m (273 yds)
Premier Yarns,Anti-Pilling Everyday DK Merino Blend,DK / Light,Plied (3 or more plies),"Merino Superwash Wool (55%),Acrylic (45%)",3.75mm(5 US)(9 UK)4mm(6 US)(8 UK),"21 sts / 10 cm (4"") and 27 rows",100g; 250m (273 yds)
Premier Yarns,Anti-Pilling Everyday Medley,Worsted / Medium,Plied (3 or more plies),Acrylic (100%),4.5mm(7 US)(7 UK),"19 sts / 10 cm (4"") and 26 rows",100g; 200m (219 yds)
Premier Yarns,Anti-Pilling Everyday Worsted,Aran / Medium,Plied (3 or more plies),Acrylic (100%),5mm(8 US)(6 UK)5.5mm(9 US)(5 UK),"18 sts / 10 cm (4"") and 24 rows",(Varies)
Premier Yarns,Bamboo Fair,DK / Light,Plied (3 or more plies),"Bamboo Viscose (60%),Cotton (40%)",3.75mm(5 US)(9 UK),"21 sts / 10 cm (4"")",100g; 250m (273 yds)
Premier Yarns,Basix Worsted,Aran / Medium,Plied (3 or more plies),Acrylic (100%),5.5mm(9 US)(5 UK),"17 sts / 10 cm (4"") and 23 rows",200g; 328m (359 yds)
Premier Yarns,Bloom Chenille,Super Bulky / Super Chunky,Chenille,Polyester (100%),8mm(11 US)(0 UK),"10 sts / 10 cm (4"") and 14 rows",100g; 80m (87 yds)
Premier Yarns,Bloom Chunky,Super Bulky / Super Chunky,2 ply,Acrylic (100%),8mm(11 US)(0 UK),"11 sts / 10 cm (4"") and 15 rows",(Varies)
Premier Yarns,Bloom DK,DK / Light,Plied (3 or more plies),Acrylic (100%),3.75mm(5 US)(9 UK),"22 sts / 10 cm (4"") and 28 rows",200g; 600m (656 yds)
Premier Yarns,Bunny,Jumbo / Without needles,Fleece style,Polyester (100%),15mm(18 US)( UK),"6 sts / 10 cm (4"") and 8 rows",200g; 80m (87 yds)
Premier Yarns,Canyon Colors,Super Bulky / Super Chunky,2 ply,Acrylic (100%),8mm(11 US)(0 UK),"11 sts / 10 cm (4"") and 15 rows",100g; 100m (109 yds)
Premier Yarns,Chunky Cotton,Super Bulky / Super Chunky,Single ply wrapped with fine thread,Cotton (100%),6.5mm(10.5 US)(3 UK),"10 sts / 10 cm (4"") and 12 rows",100g; 46m (50 yds)
Premier Yarns,Coffee Shop,DK / Light,Single ply,"Acrylic (85%),Superwash Wool (15%)",4mm(6 US)(8 UK),"21 sts / 10 cm (4"") and 28 rows",100g; 260m (284 yds)
Premier Yarns,Colorfusion Chunky,Super Bulky / Super Chunky,2 ply,Acrylic (100%),8mm(11 US)(0 UK),"11 sts / 10 cm (4"") and 15 rows",100g; 100m (109 yds)
Premier Yarns,Colorfusion DK,DK / Light,Plied (3 or more plies),Acrylic (100%),3.75mm(5 US)(9 UK)4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",100g; 298m (326 yds)
Premier Yarns,Cotton Collage,Fingering / 4-ply / Super Fine,S on S plied,"Cotton (46%),Merino Superwash Wool (33%),Nylon (12%),Acrylic (9%)",2.75mm(2 US)(12 UK),"28 sts / 10 cm (4"") and 36 rows",50g; 225m (246 yds)
Premier Yarns,Cotton Fair,DK / Light,S on S plied,"Cotton (52%),Acrylic (48%)",3.5mm(4 US)( UK),"23 sts / 10 cm (4"") and 29 rows",100g; 290m (317 yds)
Premier Yarns,Cotton Fair Bulky,Super Bulky / Super Chunky,S on S plied,"Cotton (52%),Acrylic (48%)",6.5mm(10.5 US)(3 UK),"12 sts / 10 cm (4"") and 15 rows",(Varies)
Premier Yarns,Cotton Sprout DK,DK / Light,Plied (3 or more plies),Cotton (100%),4mm(6 US)(8 UK),"21 sts / 10 cm (4"") and 28 rows",(Varies)
Premier Yarns,Cotton Sprout Worsted,Heavy Worsted,Plied (3 or more plies),Cotton (100%),5mm(8 US)(6 UK),"17 sts / 10 cm (4"") and 23 rows",(Varies)
Premier Yarns,Dottie,DK / Light,Plied (3 or more plies),Acrylic (100%),3.75mm(5 US)(9 UK)4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",200g; 600m (656 yds)
Premier Yarns,Ever Soft,Aran / Medium,Plied (3 or more plies),Acrylic (100%),5mm(8 US)(6 UK),"18 sts / 10 cm (4"")",85g; 144m (157 yds)
Premier Yarns,Eyelash,Bulky / Chunky,Eyelash,Polyester (100%),6mm(10 US)(4 UK),"15 sts / 10 cm (4"") and 20 rows",100g; 196m (214 yds)
Premier Yarns,Fruits,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Acrylic (93%),PBT (Elastic) (7%)",2.75mm(2 US)(12 UK)3.25mm(3 US)(10 UK),"30-32 sts / 10 cm (4"") and 42 rows",50g; 215m (235 yds)
Premier Yarns,Gala,Sport / Fine,Metallic chainette,"Polyester (95%),Metallic (5%)",3.75mm(5 US)(9 UK),"26 sts / 10 cm (4"") and 30 rows",50g; 137m (150 yds)
Premier Yarns,Hipster Cotton,DK / Light,Plied (3 or more plies),Cotton (100%),4mm(6 US)(8 UK),"21 sts / 10 cm (4"") and 28 rows",100g; 210m (230 yds)
Premier Yarns,Just Chenille,Super Bulky / Super Chunky,Chenille,Polyester (100%),8mm(11 US)(0 UK),"10 sts / 10 cm (4"") and 14 rows",(Varies)
Premier Yarns,Just Cotton,Aran / Medium,Plied (3 or more plies),"Cotton (85%),Polyester (15%)",5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 24 rows",60g; 96m (105 yds)
Premier Yarns,Just Yarn Value,Aran / Medium,Plied (3 or more plies),Acrylic (100%),5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 24 rows",400g; 800m (875 yds)
Premier Yarns,Little Bunny,Super Bulky / Super Chunky,Faux / Fake fur,Polyester (100%),8mm(11 US)(0 UK),"11 sts / 10 cm (4"") and 15 rows",100g; 100m (109 yds)
Premier Yarns,Minikins,DK / Light,S on S plied,"Acrylic (50%),Cotton (50%)",3.5mm(4 US)( UK),"23 sts / 10 cm (4"") and 29 rows",50g; 145m (159 yds)
Premier Yarns,Momenti,Aran / Medium,Chained,"Cotton (58%),Acrylic (42%)",5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 24 rows",200g; 400m (437 yds)
Premier Yarns,Nordica,DK / Light,S on S plied,Acrylic (100%),4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",200g; 500m (547 yds)
Premier Yarns,Parfait Chunky,Super Bulky / Super Chunky,Chenille,Polyester (100%),8mm(11 US)(0 UK),"10 sts / 10 cm (4"") and 14 rows",100g; 120m (131 yds)
Premier Yarns,Parfait Tweed,Super Bulky / Super Chunky,Chenille,Polyester (100%),5.5mm(9 US)(5 UK),"9-10 sts / 10 cm (4"") and 17 rows",100g; 90m (98 yds)
Premier Yarns,Parfait XL,Jumbo / Without needles,Chenille,Polyester (100%),10mm(15 US)(000 UK),"6 sts / 10 cm (4"") and 8 rows",200g; 80m (87 yds)
Premier Yarns,Premier Afternoon Cotton,DK / Light,Plied (3 or more plies),Mercerized Cotton (100%),3.5mm(4 US)( UK),"22 sts / 10 cm (4"") and 26 rows",50g; 125m (137 yds)
Premier Yarns,Premier Basix Chenille,Super Bulky / Super Chunky,Chenille,Polyester (100%),8mm(11 US)(0 UK),"8 sts / 10 cm (4"") and 13 rows",300g; 201m (220 yds)
Premier Yarns,Premier Basix Chenille Max,Jumbo / Without needles,Chenille,Polyester (100%),25mm(50 US)( UK),"2-3 sts / 10 cm (4"")",200g; 28m (31 yds)
Premier Yarns,Premier Basix Chunky,Super Bulky / Super Chunky,S on S plied,Acrylic (100%),9mm(13 US)(00 UK),"10 sts / 10 cm (4"") and 12 rows",100g; 107m (117 yds)
Premier Yarns,Premier Basix DK,DK / Light,Plied (3 or more plies),Acrylic (100%),4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",100g; 280m (306 yds)
Premier Yarns,Premier Basix Mosaic,Aran / Medium,Plied (3 or more plies),Acrylic (100%),5.5mm(9 US)(5 UK),"17 sts / 10 cm (4"") and 23 rows",120g; 198m (217 yds)
Premier Yarns,Premier Basix Shimmer,Aran / Medium,Plied (3 or more plies),"Acrylic (97%),Metallic (3%)",5.5mm(9 US)(5 UK),"17 sts / 10 cm (4"") and 23 rows",120g; 198m (217 yds)
Premier Yarns,Premier Garden,DK / Light,S on S plied,Acrylic (100%),3.75mm(5 US)(9 UK),"23 sts / 10 cm (4"") and 32 rows",100g; 260m (284 yds)
Premier Yarns,Premier Home Cotton,Aran / Medium,Plied (3 or more plies),"Cotton (85%),Polyester (15%)",5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 24 rows",(Varies)
Premier Yarns,Puzzle,Bulky / Chunky,2 ply,Acrylic (100%),6mm(10 US)(4 UK),"15 sts / 10 cm (4"") and 20 rows",200g; 300m (328 yds)
Premier Yarns,Puzzle Cotton,Aran / Medium,2 ply,"Acrylic (57%),Cotton (43%)",5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 24 rows",200g; 320m (350 yds)
Premier Yarns,Puzzle Shimmer,Bulky / Chunky,2 ply,"Acrylic (99%),Metallic (1%)",6mm(10 US)(4 UK),"15 sts / 10 cm (4"") and 20 rows",150g; 225m (246 yds)
Premier Yarns,Retro Velvet,Super Bulky / Super Chunky,Chenille,Polyester (100%),6.5mm(10.5 US)(3 UK),"12 sts / 10 cm (4"") and 17 rows",280g; 280m (306 yds)
Premier Yarns,Retro Velvet Grand,Jumbo / Without needles,Chenille,Polyester (100%),19mm(35 US)( UK),"3-4 sts / 10 cm (4"") and 5 rows",200g; 40m (44 yds)
Premier Yarns,Ribbon,Super Bulky / Super Chunky,Tape,"Cotton (65%),Polyester (35%)",10mm(15 US)(000 UK)12mm(17 US)( UK),"10 sts / 10 cm (4"")",200g; 60m (66 yds)
Premier Yarns,Rustic,Super Bulky / Super Chunky,Plied (3 or more plies),Acrylic (100%),8mm(11 US)(0 UK),"11 sts / 10 cm (4"") and 15 rows",200g; 200m (219 yds)
Premier Yarns,Serenity Chunky,Super Bulky / Super Chunky,2 ply,Acrylic (100%),8mm(11 US)(0 UK),"11 sts / 10 cm (4"") and 15 rows",(Varies)
Premier Yarns,Serenity Chunky Tweeds,Super Bulky / Super Chunky,Plied (3 or more plies),"Acrylic (97%),Rayon (3%)",8mm(11 US)(0 UK),"12-15 sts / 10 cm (4"")",100g; 100m (109 yds)
Premier Yarns,Snow Cone Light Chenille,Super Bulky / Super Chunky,Chenille,Polyester (100%),8mm(11 US)(0 UK),"10 sts / 10 cm (4"") and 12 rows",200g; 172m (188 yds)
Premier Yarns,Sofie,Super Bulky / Super Chunky,Fuzzy chain,"Acrylic (88%),Nylon (8%),Viscose (4%)",6mm(10 US)(4 UK),"11 sts / 10 cm (4"") and 15 rows",50g; 85m (93 yds)
Premier Yarns,So… Woolly,Super Bulky / Super Chunky,2 ply,"Acrylic (60%),Superwash Wool (40%)",12mm(17 US)( UK),"7 sts / 10 cm (4"") and 10 rows",(Varies)
Premier Yarns,Spun Colors,Aran / Medium,Single ply,"Acrylic (65%),Merino Superwash Wool (35%)",5mm(8 US)(6 UK),"18 sts / 10 cm (4"") and 24 rows",200g; 384m (420 yds)
Premier Yarns,Sweet Roll,Aran / Medium,Plied (3 or more plies),Acrylic (100%),5.5mm(9 US)(5 UK),"17 sts / 10 cm (4"") and 23 rows",140g; 224m (245 yds)
Premier Yarns,Sweet Roll Bold,Super Bulky / Super Chunky,Plied (3 or more plies),Acrylic (100%),8mm(11 US)(0 UK),"10 sts / 10 cm (4"") and 14 rows",200g; 100m (109 yds)
Premier Yarns,Sweet Roll DK,Sport / Fine,Plied (3 or more plies),Acrylic (100%),3.75mm(5 US)(9 UK),"24 sts / 10 cm (4"") and 32 rows",140g; 495m (541 yds)
Premier Yarns,Sweet Roll Vivid,Aran / Medium,Plied (3 or more plies),Acrylic (100%),5.5mm(9 US)(5 UK),"17 sts / 10 cm (4"") and 23 rows",100g; 160m (175 yds)
Premier Yarns,Wool Select,DK / Light,Plied (3 or more plies),"Acrylic (75%),Wool (25%)",4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",100g; 250m (273 yds)
Premier Yarns,Wool Select Jacquard Sock,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",2.75mm(2 US)(12 UK)3.25mm(3 US)(10 UK),"28 sts / 10 cm (4"") and 36 rows",50g; 200m (219 yds)
Regia,4-ply / 4-fädig,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",2mm(0 US)(14 UK)3mm(2.5 US)(11 UK),"30 sts / 10 cm (4"")",(Varies)
Regia,6-ply / 6-fädig,Sport / Fine,Plied (3 or more plies),"Superwash Wool (75%),Nylon (25%)",3mm(2.5 US)(11 UK)4mm(6 US)(8 UK),"22-24 sts / 10 cm (4"")",(Varies)
