brand_name,yarn_name,texture,weight,fiber_type_1,fiber_type_2,fiber_type_3,fiber_type_4,fiber_type_5,fiber_qty_1,fiber_qty_2,fiber_qty_3,fiber_qty_4,fiber_qty_5,needles,gauge_sts,gauge_rows,ball_weight_g,ball_size_m
Phildar,Phil Berlingot,Plied (3 or more plies),DK,Cotton,Viscose,Polyester,NaN,NaN,60,32,8,NaN,NaN,3.5mm,23 sts, 30 rows,50, 125
Phildar,Phil Big Wool,Single ply,Jumbo,Merino,Baby,NaN,NaN,NaN,70,30,NaN,NaN,NaN,12mm,6 sts, 9 rows,100, 50
Phildar,Phil Bonbon,Blown / Fiber-filled net,Bulky,Acrylic,Cotton,Nylon,NaN,NaN,38,34,28,NaN,NaN,7mm,13 sts, 19 rows,50, 150
Phildar,Phil Cabotine,S on S plied,DK,Cotton,Acrylic,NaN,NaN,NaN,55,45,NaN,NaN,NaN,3.5mm,22 sts, 30 rows,50, 124
Phildar,Phil Caresse,Plied (3 or more plies),Sport,Microfiber,Nylon,NaN,NaN,NaN,51,49,NaN,NaN,NaN,4mm,23 sts, 30 rows,50, 146
Phildar,Phil Charly,Plied (3 or more plies),Sport,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,20 sts, 28 rows,50, 113
Phildar,Phil Chic,Fuzzy / Fluffy,Aran,Mohair,Wool,Nylon,Elastic,NaN,50,32,16,2,NaN,6mm,18 sts, 28 rows,25, 132
Phildar,Phil Coton 3,Plied (3 or more plies),Sport,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,26 sts, 35 rows,50, 121
Phildar,Phil Coton 4,Plied (3 or more plies),DK,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 28 rows,50, 85
Phildar,Phil Degradé,S on S plied,Worsted,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,20 sts, 25 rows,50, 88
Phildar,Phil Diamant,Blown / Fiber-filled net,Sport,Acrylic,Polyester,NaN,NaN,NaN,55,45,NaN,NaN,NaN,3.5mm,24 sts, 32 rows,50, 280
Phildar,Phil Dolce Vita,Fuzzy / Fluffy,Bulky,Mohair,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,7mm,12 sts, 16 rows,50, 90
Phildar,Phil Douce,Faux / Fake fur,Aran,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,14 sts, 23 rows,50, 86
Phildar,Phil Détente,S on S plied,Fingering,Acrylic,Elastic,NaN,NaN,NaN,93,7,NaN,NaN,NaN,3.5mm,28 sts, 40 rows,50, 144
Phildar,Phil Ecocoton,S on S plied,Sport,Organic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,25 sts, 33 rows,50, 110
Phildar,Phil Ecojean,Nubby / Tweedy,Worsted,Cotton,Polyester,Synthetic,NaN,NaN,48,47,5,NaN,NaN,4mm,20 sts, 27 rows,50, 100
Phildar,Phil Ecolaine,2 ply,DK,Superwash,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 30 rows,50, 125
Phildar,Phil Eucalyptus,Tape,Aran,Tencel,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6mm,16 sts, 23 rows,50, 90
Phildar,Phil Express,Plied (3 or more plies),Super Bulky,Acrylic,Superwash,NaN,NaN,NaN,80,20,NaN,NaN,NaN,12mm,7 sts, 10 rows,200, 60
Phildar,Phil Frenchy,Plied (3 or more plies),Aran,Acrylic,Wool,Nylon,Synthetic,NaN,64,22,9,5,NaN,5mm,16 sts, 23 rows,50, 100
Phildar,Phil Frimas,Blown / Fiber-filled net,Bulky,Cotton,Superwash,NaN,NaN,NaN,50,50,NaN,NaN,NaN,6mm,15 sts, 21 rows,50, 79
Phildar,Phil Gourmand,Fuzzy / Fluffy,Aran,Nylon,Acrylic,NaN,NaN,NaN,65,35,NaN,NaN,NaN,4.5mm,18 sts, 25 rows,50, 125
Phildar,Phil Green,Filled tube,Aran,Organic,Nylon,NaN,NaN,NaN,70,30,NaN,NaN,NaN,5mm,17 sts, 31 rows,50, 125
Phildar,Phil Laine Cachemire,Plied (3 or more plies),Sport,Superwash,Cashmere,NaN,NaN,NaN,80,20,NaN,NaN,NaN,3.5mm,26 sts, 30 rows,25, 100
Phildar,Phil Lambswool,Plied (3 or more plies),Sport,Superwash,Acrylic,NaN,NaN,NaN,51,49,NaN,NaN,NaN,3.25mm,26 sts, 35 rows,50, 134
Phildar,Phil Light,Plied with a soft haze,Lace,Acrylic,Nylon,Superwash,NaN,NaN,53,29,18,NaN,NaN,5mm,NaN,NaN,50, 286
Phildar,Phil Lolita,Fuzzy / Fluffy,Bulky,Acrylic,Polyester,Nylon,Superwash,NaN,47,33,10,10,NaN,6mm,13 sts, 18 rows,50, 310
Phildar,Phil Looping,2 ply,Bulky,Acrylic,Superwash,NaN,NaN,NaN,80,20,NaN,NaN,NaN,6mm,14 sts, 19 rows,100, 163
Phildar,Phil Love Cotton,Plied (3 or more plies),DK,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,23 sts, 32 rows,100, 115
Phildar,Phil Love Mohair,Fuzzy / Fluffy,Super Bulky,Mohair,Wool,NaN,NaN,NaN,70,30,NaN,NaN,NaN,8mm,9 sts, 13 rows,50, 65
Phildar,Phil Léo,Brushed bouclé (fuzzy / fluffy),Light Fingering,Mohair,Nylon,Wool,Elastic,NaN,71,17,10,2,NaN,6mm,NaN,NaN,25, 137
Phildar,Phil Matelot,Crepe / Cable-plied,Super Bulky,Cotton,Acrylic,NaN,NaN,NaN,55,45,NaN,NaN,NaN,7mm,11 sts, 16 rows,50, 40
Phildar,"Phil Merinos 3,5",Plied (3 or more plies),Sport,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,24 sts, 32 rows,50, 130
Phildar,Phil Merinos 6,S on S plied,Bulky,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6mm,16 sts, 21 rows,50, 78
Phildar,Phil Mikado,Single ply,Aran,Acrylic,Angora,NaN,NaN,NaN,70,30,NaN,NaN,NaN,5mm,17 sts, 22 rows,100, 165
Phildar,Phil Mohair Soie,Brushed bouclé (fuzzy / fluffy),Lace,Mohair,Silk,NaN,NaN,NaN,70,30,NaN,NaN,NaN,5mm,NaN,NaN,25, 195
Phildar,Phil Nature,Slubby tweed,Sport,Cotton,Viscose,Linen,NaN,NaN,48,28,24,NaN,NaN,3.5mm,25 sts, 32 rows,50, 160
Phildar,Phil Neige,Fleece style,Super Bulky,Nylon,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6mm,11 sts, 18 rows,50, 60
Phildar,Phil Nounours,Faux / Fake fur,Super Bulky,Nylon,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,12 sts, 16 rows,50, 50
Phildar,Phil Nuage (2016 version),Blown / Fiber-filled net,Aran,Merino,Nylon,NaN,NaN,NaN,72,28,NaN,NaN,NaN,6mm,17 sts, 22 rows,50, 148
Phildar,Phil Océan,Loosely plied,DK,Organic,Polyester,NaN,NaN,NaN,50,50,NaN,NaN,NaN,3.5mm,22 sts, 28 rows,50, 130
Phildar,"Phil Partner 3,5",Plied (3 or more plies),Sport,Nylon,Acrylic,Superwash,NaN,NaN,50,25,25,NaN,NaN,3.5mm,23 sts, 30 rows,50, 111
Phildar,Phil Partner 6,Plied (3 or more plies),Bulky,Nylon,Acrylic,Superwash,NaN,NaN,50,25,25,NaN,NaN,6mm,15 sts, 21 rows,50, 66
Phildar,Phil Passion,Fuzzy / Fluffy,Super Bulky,Acrylic,Mohair,Wool,Viscose,NaN,45,30,22,3,NaN,7mm,11 sts, 18 rows,50, 90
Phildar,Phil Perle 5,Size 5 Crochet thread,Thread,Mercerized,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2mm,NaN,NaN,50, 200
Phildar,Phil Pima,Filled tube,Aran,Cotton,Nylon,NaN,NaN,NaN,51,49,NaN,NaN,NaN,5mm,17 sts, 26 rows,50, 100
Phildar,Phil Polaire,Single ply,Bulky,Wool,Alpaca,NaN,NaN,NaN,70,30,NaN,NaN,NaN,7mm,13 sts, 18 rows,50, 75
Phildar,Phil Pur Angora,Plied with a soft haze,Sport,Angora,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,24 sts, 31 rows,25, 109
Phildar,Phil Randonnées,Nubby / Tweedy,Aran,Acrylic,Superwash,Alpaca,Viscose,NaN,45,40,10,5,NaN,4.5mm,18 sts, 24 rows,50, 81
Phildar,Phil Rapido,Plied (3 or more plies),Bulky,Nylon,Acrylic,Superwash,NaN,NaN,50,25,25,NaN,NaN,7mm,11 sts, 16 rows,50, 41
Phildar,Phil Romance,Fuzzy chain,DK,Nylon,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,21 sts, 29 rows,50, 100
Phildar,Phil Rustique,Plied (3 or more plies),Worsted,Cotton,Viscose,Linen,NaN,NaN,65,25,10,NaN,NaN,4mm,20 sts, 26 rows,50, 107
Phildar,Phil Sequins,Sequinned,Decorative,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25, 130
Phildar,Phil Shiny,Chained,Sport,Cotton,Metallic,Nylon,NaN,NaN,94,3,3,NaN,NaN,3.5mm,24 sts, 35 rows,50, 170
Phildar,Phil Sirène,Chained,Worsted,Viscose,Polyester,Metallic,Nylon,NaN,71,14,8,7,NaN,4.5mm,21 sts, 30 rows,50, 95
Phildar,Phil Socks,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2.5mm,NaN,NaN,50, 210
Phildar,Phil Sport,Plied (3 or more plies),Worsted,Superwash,Acrylic,NaN,NaN,NaN,51,49,NaN,NaN,NaN,4mm,20 sts, 27 rows,50, 90
Phildar,Phil Super Baby,Plied (3 or more plies),Fingering,Acrylic,Superwash,NaN,NaN,NaN,70,30,NaN,NaN,NaN,2.25mm,30 sts, 40 rows,25, 107
Phildar,Phil Tweedy,Nubby / Tweedy,Bulky,Acrylic,Superwash,Viscose,NaN,NaN,77,20,3,NaN,NaN,6mm,14 sts, 21 rows,100, 180
Premier Yarns,Anti-Pilling Bamboo Chunky,Plied (3 or more plies),Bulky,Acrylic,Bamboo,NaN,NaN,NaN,80,20,NaN,NaN,NaN,6.5mm,14 sts, 18 rows,100, 250
Premier Yarns,Anti-Pilling Butterfly,S on S plied,DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 28 rows,200, 500
Premier Yarns,Anti-Pilling DK Colors,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 28 rows,140, 350
Premier Yarns,Anti-Pilling Everyday Bobbin,S on S plied,Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts, 24 rows,255, 498
Premier Yarns,Anti-Pilling Everyday Bulky,S on S plied,Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,9mm,10 sts, 12 rows,100, 80
Premier Yarns,Anti-Pilling Everyday DK,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 28 rows,100, 250
Premier Yarns,Anti-Pilling Everyday DK Merino Blend,Plied (3 or more plies),DK,Merino,Acrylic,NaN,NaN,NaN,55,45,NaN,NaN,NaN,3.75mm,21 sts, 27 rows,100, 250
Premier Yarns,Anti-Pilling Everyday Medley,Plied (3 or more plies),Worsted,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,19 sts, 26 rows,100, 200
Premier Yarns,Anti-Pilling Everyday Worsted,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts, 24 rows,NaN,NaN
Premier Yarns,Bamboo Fair,Plied (3 or more plies),DK,Bamboo,Cotton,NaN,NaN,NaN,60,40,NaN,NaN,NaN,3.75mm,21 sts,NaN,100, 250
Premier Yarns,Basix Worsted,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5.5mm,17 sts, 23 rows,200, 328
Premier Yarns,Bloom Chenille,Chenille,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,10 sts, 14 rows,100, 80
Premier Yarns,Bloom Chunky,2 ply,Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,11 sts, 15 rows,NaN,NaN
Premier Yarns,Bloom DK,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.75mm,22 sts, 28 rows,200, 600
Premier Yarns,Bunny,Fleece style,Jumbo,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,15mm,6 sts, 8 rows,200, 80
Premier Yarns,Canyon Colors,2 ply,Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,11 sts, 15 rows,100, 100
Premier Yarns,Chunky Cotton,Single ply wrapped with fine thread,Super Bulky,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6.5mm,10 sts, 12 rows,100, 46
Premier Yarns,Coffee Shop,Single ply,DK,Acrylic,Superwash,NaN,NaN,NaN,85,15,NaN,NaN,NaN,4mm,21 sts, 28 rows,100, 260
Premier Yarns,Colorfusion Chunky,2 ply,Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,11 sts, 15 rows,100, 100
Premier Yarns,Colorfusion DK,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.75mm,22 sts, 28 rows,100, 298
Premier Yarns,Cotton Collage,S on S plied,Fingering,Cotton,Merino,Nylon,Acrylic,NaN,46,33,12,9,NaN,2.75mm,28 sts, 36 rows,50, 225
Premier Yarns,Cotton Fair,S on S plied,DK,Cotton,Acrylic,NaN,NaN,NaN,52,48,NaN,NaN,NaN,3.5mm,23 sts, 29 rows,100, 290
Premier Yarns,Cotton Fair Bulky,S on S plied,Super Bulky,Cotton,Acrylic,NaN,NaN,NaN,52,48,NaN,NaN,NaN,6.5mm,12 sts, 15 rows,NaN,NaN
Premier Yarns,Cotton Sprout DK,Plied (3 or more plies),DK,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,21 sts, 28 rows,NaN,NaN
Premier Yarns,Cotton Sprout Worsted,Plied (3 or more plies),Aran,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,17 sts, 23 rows,NaN,NaN
Premier Yarns,Dottie,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.75mm,22 sts, 28 rows,200, 600
Premier Yarns,Ever Soft,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts,NaN,85, 144
Premier Yarns,Eyelash,Eyelash,Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6mm,15 sts, 20 rows,100, 196
Premier Yarns,Fruits,Plied (3 or more plies),Fingering,Acrylic,PBT,NaN,NaN,NaN,93,7,NaN,NaN,NaN,2.75mm,32 sts, 42 rows,50, 215
Premier Yarns,Gala,Metallic chainette,Sport,Polyester,Metallic,NaN,NaN,NaN,95,5,NaN,NaN,NaN,3.75mm,26 sts, 30 rows,50, 137
Premier Yarns,Hipster Cotton,Plied (3 or more plies),DK,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,21 sts, 28 rows,100, 210
Premier Yarns,Just Chenille,Chenille,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,10 sts, 14 rows,NaN,NaN
Premier Yarns,Just Cotton,Plied (3 or more plies),Aran,Cotton,Polyester,NaN,NaN,NaN,85,15,NaN,NaN,NaN,5mm,18 sts, 24 rows,60, 96
Premier Yarns,Just Yarn Value,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts, 24 rows,400, 800
Premier Yarns,Little Bunny,Faux / Fake fur,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,11 sts, 15 rows,100, 100
Premier Yarns,Minikins,S on S plied,DK,Acrylic,Cotton,NaN,NaN,NaN,50,50,NaN,NaN,NaN,3.5mm,23 sts, 29 rows,50, 145
Premier Yarns,Momenti,Chained,Aran,Cotton,Acrylic,NaN,NaN,NaN,58,42,NaN,NaN,NaN,5mm,18 sts, 24 rows,200, 400
Premier Yarns,Nordica,S on S plied,DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 28 rows,200, 500
Premier Yarns,Parfait Chunky,Chenille,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,10 sts, 14 rows,100, 120
Premier Yarns,Parfait Tweed,Chenille,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5.5mm,10 sts, 17 rows,100, 90
Premier Yarns,Parfait XL,Chenille,Jumbo,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,10mm,6 sts, 8 rows,200, 80
Premier Yarns,Premier Afternoon Cotton,Plied (3 or more plies),DK,Mercerized,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,22 sts, 26 rows,50, 125
Premier Yarns,Premier Basix Chenille,Chenille,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,8 sts, 13 rows,300, 201
Premier Yarns,Premier Basix Chenille Max,Chenille,Jumbo,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,25mm,3 sts,NaN,200, 28
Premier Yarns,Premier Basix Chunky,S on S plied,Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,9mm,10 sts, 12 rows,100, 107
Premier Yarns,Premier Basix DK,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 28 rows,100, 280
Premier Yarns,Premier Basix Mosaic,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5.5mm,17 sts, 23 rows,120, 198
Premier Yarns,Premier Basix Shimmer,Plied (3 or more plies),Aran,Acrylic,Metallic,NaN,NaN,NaN,97,3,NaN,NaN,NaN,5.5mm,17 sts, 23 rows,120, 198
Premier Yarns,Premier Garden,S on S plied,DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.75mm,23 sts, 32 rows,100, 260
Premier Yarns,Premier Home Cotton,Plied (3 or more plies),Aran,Cotton,Polyester,NaN,NaN,NaN,85,15,NaN,NaN,NaN,5mm,18 sts, 24 rows,NaN,NaN
Premier Yarns,Puzzle,2 ply,Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6mm,15 sts, 20 rows,200, 300
Premier Yarns,Puzzle Cotton,2 ply,Aran,Acrylic,Cotton,NaN,NaN,NaN,57,43,NaN,NaN,NaN,5mm,18 sts, 24 rows,200, 320
Premier Yarns,Puzzle Shimmer,2 ply,Bulky,Acrylic,Metallic,NaN,NaN,NaN,99,1,NaN,NaN,NaN,6mm,15 sts, 20 rows,150, 225
Premier Yarns,Retro Velvet,Chenille,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6.5mm,12 sts, 17 rows,280, 280
Premier Yarns,Retro Velvet Grand,Chenille,Jumbo,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,19mm,4 sts, 5 rows,200, 40
Premier Yarns,Ribbon,Tape,Super Bulky,Cotton,Polyester,NaN,NaN,NaN,65,35,NaN,NaN,NaN,10mm,10 sts,NaN,200, 60
Premier Yarns,Rustic,Plied (3 or more plies),Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,11 sts, 15 rows,200, 200
Premier Yarns,Serenity Chunky,2 ply,Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,11 sts, 15 rows,NaN,NaN
Premier Yarns,Serenity Chunky Tweeds,Plied (3 or more plies),Super Bulky,Acrylic,Rayon,NaN,NaN,NaN,97,3,NaN,NaN,NaN,8mm,15 sts,NaN,100, 100
Premier Yarns,Snow Cone Light Chenille,Chenille,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,10 sts, 12 rows,200, 172
Premier Yarns,Sofie,Fuzzy chain,Super Bulky,Acrylic,Nylon,Viscose,NaN,NaN,88,8,4,NaN,NaN,6mm,11 sts, 15 rows,50, 85
Premier Yarns,So… Woolly,2 ply,Super Bulky,Acrylic,Superwash,NaN,NaN,NaN,60,40,NaN,NaN,NaN,12mm,7 sts, 10 rows,NaN,NaN
Premier Yarns,Spun Colors,Single ply,Aran,Acrylic,Merino,NaN,NaN,NaN,65,35,NaN,NaN,NaN,5mm,18 sts, 24 rows,200, 384
Premier Yarns,Sweet Roll,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5.5mm,17 sts, 23 rows,140, 224
Premier Yarns,Sweet Roll Bold,Plied (3 or more plies),Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,8mm,10 sts, 14 rows,200, 100
Premier Yarns,Sweet Roll DK,Plied (3 or more plies),Sport,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.75mm,24 sts, 32 rows,140, 495
Premier Yarns,Sweet Roll Vivid,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5.5mm,17 sts, 23 rows,100, 160
Premier Yarns,Wool Select,Plied (3 or more plies),DK,Acrylic,Wool,NaN,NaN,NaN,75,25,NaN,NaN,NaN,4mm,22 sts, 28 rows,100, 250
Premier Yarns,Wool Select Jacquard Sock,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2.75mm,28 sts, 36 rows,50, 200
Regia,4-ply / 4-fädig,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2mm,30 sts,NaN,NaN,NaN
Regia,6-ply / 6-fädig,Plied (3 or more plies),Sport,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,3mm,24 sts,NaN,NaN,NaN
Regia,8-ply / 8-fädig,Plied (3 or more plies),Worsted,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,4mm,20 sts, 28 rows,150, 300
Regia,Baby Smiles My First Regia,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2mm,30 sts,NaN,25, 105
Regia,Cotton,S on S plied,Fingering,Cotton,Nylon,Polyester,NaN,NaN,72,18,10,NaN,NaN,2mm,30 sts, 42 rows,100, 420
Regia,Cotton Denim 4-ply,S on S plied,Fingering,Cotton,Nylon,Polyester,NaN,NaN,72,18,10,NaN,NaN,2mm,30 sts, 42 rows,100, 420
Regia,Design Line 4-ply,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2.75mm,30 sts,NaN,50, 210
Regia,Design Line 6-ply,Plied (3 or more plies),DK,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,4mm,22 sts, 30 rows,150, 375
Regia,Extra Twist Merino,Plied (3 or more plies),Fingering,Merino,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2mm,30 sts,NaN,50, 210
Regia,Merino Yak 4-ply,Plied (3 or more plies),Fingering,Superwash,Nylon,Yak,NaN,NaN,58,28,14,NaN,NaN,2mm,30 sts, 42 rows,100, 400
Regia,Pairfect 4-ply,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2mm,30 sts, 42 rows,100, 420
Regia,Pairfect 6-ply,Plied (3 or more plies),DK,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,3mm,22 sts, 30 rows,150, 375
Regia,Premium Alpaca Soft,Plied with a soft haze,Sport,Superwash,Nylon,Alpaca,NaN,NaN,62,23,15,NaN,NaN,2.5mm,24 sts, 32 rows,100, 310
Regia,Premium Bamboo 4-ply,Plied (3 or more plies),Fingering,Superwash,Bamboo,Nylon,NaN,NaN,45,30,25,NaN,NaN,2mm,32 sts, 42 rows,100, 400
Regia,Premium Cashmere 4-ply,Plied (3 or more plies),Fingering,Superwash,Nylon,Cashmere,NaN,NaN,65,25,10,NaN,NaN,2mm,30 sts, 42 rows,100, 400
Regia,Premium Merino Yak,Plied (3 or more plies),Fingering,Merino,Nylon,Yak,NaN,NaN,58,28,14,NaN,NaN,2.25mm,30 sts, 42 rows,100, 400
Regia,Premium Silk 4-ply,Plied (3 or more plies),Fingering,Merino,Nylon,Silk,NaN,NaN,55,25,20,NaN,NaN,2mm,30 sts,NaN,NaN,NaN
Regia,Sentimento,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2mm,30 sts, 42 rows,100, 420
Regia,Tweed 4-ply,Nubby / Tweedy,Fingering,Superwash,Nylon,Rayon,NaN,NaN,70,25,5,NaN,NaN,2mm,30 sts,NaN,NaN,NaN
Sandnes Garn,Alpakka,Plied with a soft haze,DK,Alpaca,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts,NaN,50, 110
Sandnes Garn,Alpakka Silke,Plied (3 or more plies),Fingering,Baby,Mulberry,NaN,NaN,NaN,70,30,NaN,NaN,NaN,3mm,27 sts,NaN,50, 200
Sandnes Garn,Alpakka Ull,Plied with a soft haze,Aran,Alpaca,Wool,NaN,NaN,NaN,65,35,NaN,NaN,NaN,5mm,19 sts,NaN,50, 100
Sandnes Garn,Babyull Lanett,Plied (3 or more plies),Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,31 sts,NaN,50, 175
Sandnes Garn,Børstet Alpakka,Fuzzy / Fluffy,Bulky,Alpaca,Nylon,NaN,NaN,NaN,96,4,NaN,NaN,NaN,5mm,12 sts, 16 rows,50, 110
Sandnes Garn,Double Sunday,Plied (3 or more plies),Worsted,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,21 sts,NaN,50, 108
Sandnes Garn,Duo,Plied (3 or more plies),DK,Merino,Cotton,NaN,NaN,NaN,55,45,NaN,NaN,NaN,3.5mm,22 sts,NaN,50, 124
Sandnes Garn,Fritidsgarn,2 ply,Bulky,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5.5mm,15 sts,NaN,50, 70
Sandnes Garn,KlompeLompe Merinoull,S on S plied,DK,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,22 sts,NaN,50, 105
